order_line,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,customer_name,segment,age,country,city,state,postal_code,region,category,sub_category,product_name
2943,CA-2017-155880,25-03-2017,31-03-2017,Standard Class,JD-16150,FUR-CH-10002880,368.97,3,0,40.5867,Justin Deggeller,Corporate,37,United States,Minneapolis,Minnesota,55407,Central,Furniture,Chairs,Global High-Back Leather Tilter  Burgundy
2944,CA-2017-126242,19-11-2017,24-11-2017,Standard Class,MC-18100,OFF-ST-10000675,305.01,9,0,76.2525,Mick Crebagga,Consumer,65,United States,El Paso,Texas,79907,Central,Office Supplies,Storage,File Shuttle II and Handi-File  Black
2945,CA-2017-126242,19-11-2017,24-11-2017,Standard Class,MC-18100,FUR-FU-10002685,18.7,1,0,7.106,Mick Crebagga,Consumer,65,United States,El Paso,Texas,79907,Central,Furniture,Furnishings,Executive Impressions 13-1/2 Indoor/Outdoor Wall Clock
2946,CA-2016-166443,04-11-2016,05-11-2016,First Class,LH-17020,FUR-FU-10004020,38.29,7,0,16.4647,Lisa Hazard,Consumer,60,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame
2947,CA-2017-169859,14-12-2017,18-12-2017,Standard Class,MP-18175,FUR-FU-10004963,26.25,3,0,11.025,Mike Pelletier,Home Office,34,United States,Laguna Niguel,California,92677,West,Furniture,Furnishings,Eldon 400 Class Desk Accessories  Black Carbon
2948,CA-2017-169859,14-12-2017,18-12-2017,Standard Class,MP-18175,OFF-BI-10000174,64.96,14,0.2,22.736,Mike Pelletier,Home Office,34,United States,Laguna Niguel,California,92677,West,Office Supplies,Binders,Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders  Clear
2949,CA-2017-169859,14-12-2017,18-12-2017,Standard Class,MP-18175,OFF-EN-10000461,43.7,5,0,20.539,Mike Pelletier,Home Office,34,United States,Laguna Niguel,California,92677,West,Office Supplies,Envelopes,#10- 4 1/8 x 9 1/2 Recycled Envelopes
2950,CA-2017-134915,12-11-2017,12-11-2017,Same Day,EM-14140,TEC-AC-10001266,41.6,4,0.2,13,Eugene Moren,Home Office,49,United States,Glendale,Arizona,85301,West,Technology,Accessories,Memorex Micro Travel Drive 8 GB
2951,CA-2017-134915,12-11-2017,12-11-2017,Same Day,EM-14140,OFF-PA-10002160,23.12,5,0.2,8.381,Eugene Moren,Home Office,49,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,Xerox 1978
2952,CA-2017-134915,12-11-2017,12-11-2017,Same Day,EM-14140,FUR-CH-10004875,113.888,2,0.2,9.9652,Eugene Moren,Home Office,49,United States,Glendale,Arizona,85301,West,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs
2953,CA-2017-134915,12-11-2017,12-11-2017,Same Day,EM-14140,FUR-FU-10000305,113.568,2,0.2,-5.6784,Eugene Moren,Home Office,49,United States,Glendale,Arizona,85301,West,Furniture,Furnishings,Tenex V2T-RE Standard Weight Series Chair Mat  45 x 53  Lip 25 x 12
2954,CA-2017-134915,12-11-2017,12-11-2017,Same Day,EM-14140,TEC-PH-10000347,7.92,2,0.2,0.693,Eugene Moren,Home Office,49,United States,Glendale,Arizona,85301,West,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple
2955,CA-2017-134915,12-11-2017,12-11-2017,Same Day,EM-14140,TEC-PH-10001459,671.984,2,0.2,50.3988,Eugene Moren,Home Office,49,United States,Glendale,Arizona,85301,West,Technology,Phones,Samsung Galaxy Mega 6.3
2956,CA-2016-153353,18-08-2016,24-08-2016,Standard Class,GG-14650,TEC-PH-10000439,39.99,1,0,11.5971,Greg Guthrie,Corporate,51,United States,Bristol,Tennessee,37620,South,Technology,Phones,GE DSL Phone Line Filter
2957,CA-2017-123638,27-06-2017,04-07-2017,Standard Class,MA-17995,FUR-CH-10002647,191.646,3,0.1,31.941,Michelle Arnett,Home Office,33,United States,Watertown,New York,13601,East,Furniture,Chairs,Situations Contoured Folding Chairs  4/Set
2958,CA-2017-168900,04-05-2017,09-05-2017,Standard Class,SH-20395,OFF-BI-10003910,2.313,1,0.7,-1.9275,Shahid Hopkins,Consumer,66,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill
2959,CA-2015-158456,24-12-2015,29-12-2015,Standard Class,KT-16465,OFF-BI-10001097,19.936,4,0.2,7.2268,Kean Takahito,Consumer,24,United States,Los Angeles,California,90049,West,Office Supplies,Binders,Avery Hole Reinforcements
2960,CA-2015-158456,24-12-2015,29-12-2015,Standard Class,KT-16465,OFF-FA-10004854,45.92,4,0,21.5824,Kean Takahito,Consumer,24,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,Vinyl Coated Wire Paper Clips in Organizer Box  800/Box
2961,CA-2017-143665,26-04-2017,01-05-2017,Standard Class,PO-19180,OFF-PA-10003673,20.34,3,0,9.3564,Philisse Overcash,Home Office,46,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,Strathmore Photo Mount Cards
2962,CA-2017-143665,26-04-2017,01-05-2017,Standard Class,PO-19180,OFF-LA-10002034,39.28,8,0,19.2472,Philisse Overcash,Home Office,46,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,Avery 478
2963,CA-2017-137428,16-12-2017,21-12-2017,Second Class,AY-10555,FUR-CH-10002774,81.568,2,0.2,9.1764,Andy Yotov,Corporate,61,United States,Oceanside,California,92054,West,Furniture,Chairs,Global Deluxe Stacking Chair  Gray
2964,CA-2017-137428,16-12-2017,21-12-2017,Second Class,AY-10555,FUR-CH-10003817,97.184,2,0.2,6.074,Andy Yotov,Corporate,61,United States,Oceanside,California,92054,West,Furniture,Chairs,Global Value Steno Chair  Gray
2965,CA-2017-137428,16-12-2017,21-12-2017,Second Class,AY-10555,OFF-BI-10002949,24.32,5,0.2,8.208,Andy Yotov,Corporate,61,United States,Oceanside,California,92054,West,Office Supplies,Binders,Prestige Round Ring Binders
2966,CA-2017-137428,16-12-2017,21-12-2017,Second Class,AY-10555,FUR-FU-10002445,18.96,2,0,7.584,Andy Yotov,Corporate,61,United States,Oceanside,California,92054,West,Furniture,Furnishings,DAX Two-Tone Rosewood/Black Document Frame  Desktop  5 x 7
2967,CA-2014-162866,27-12-2014,31-12-2014,Standard Class,Co-12640,FUR-FU-10001473,32.952,6,0.6,-19.7712,Corey-Lock,Consumer,55,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,DAX Wood Document Frame
2968,CA-2014-162866,27-12-2014,31-12-2014,Standard Class,Co-12640,OFF-ST-10002562,30.016,4,0.2,3.0016,Corey-Lock,Consumer,55,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,Staple magnet
2969,CA-2017-167941,06-11-2017,09-11-2017,Second Class,JF-15565,OFF-AP-10002118,499.584,3,0.2,43.7136,Jill Fjeld,Consumer,36,United States,Dallas,Texas,75081,Central,Office Supplies,Appliances,1.7 Cubic Foot Compact Cube Office Refrigerators
2970,CA-2017-167941,06-11-2017,09-11-2017,Second Class,JF-15565,OFF-PA-10001800,31.104,6,0.2,10.8864,Jill Fjeld,Consumer,36,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,Xerox 220
2971,CA-2017-167941,06-11-2017,09-11-2017,Second Class,JF-15565,OFF-BI-10002827,13.272,8,0.7,-10.6176,Jill Fjeld,Consumer,36,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,Avery Durable Poly Binders
2972,CA-2017-167941,06-11-2017,09-11-2017,Second Class,JF-15565,FUR-FU-10004671,28.272,2,0.2,6.3612,Jill Fjeld,Consumer,36,United States,Dallas,Texas,75081,Central,Furniture,Furnishings,Executive Impressions 12 Wall Clock
2973,CA-2017-167941,06-11-2017,09-11-2017,Second Class,JF-15565,OFF-ST-10000736,259.136,4,0.2,-51.8272,Jill Fjeld,Consumer,36,United States,Dallas,Texas,75081,Central,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black
2974,CA-2017-111808,16-12-2017,20-12-2017,Standard Class,AR-10510,OFF-BI-10004656,10.8,5,0,5.184,Andrew Roberts,Consumer,58,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets
2975,CA-2015-137512,07-05-2015,12-05-2015,Standard Class,AG-10675,FUR-TA-10001095,244.006,2,0.3,-31.3722,Anna Gayman,Consumer,69,United States,Houston,Texas,77036,Central,Furniture,Tables,Chromcraft Round Conference Tables
2976,CA-2015-137512,07-05-2015,12-05-2015,Standard Class,AG-10675,OFF-PA-10000213,15.936,4,0.2,5.3784,Anna Gayman,Consumer,69,United States,Houston,Texas,77036,Central,Office Supplies,Paper,Xerox 198
2977,CA-2017-139773,04-12-2017,04-12-2017,Same Day,DV-13045,FUR-CH-10001797,188.552,7,0.3,-2.6936,Darrin Van Huff,Corporate,31,United States,Los Angeles,California,90036,West,Furniture,Chairs,Safco Chair Connectors  6/Carton
2978,CA-2017-134607,03-10-2017,08-10-2017,Second Class,HL-15040,OFF-ST-10002214,22.58,2,0,5.8708,Hunter Lopez,Consumer,65,United States,Houston,Texas,77095,Central,Office Supplies,Storage,X-Rack File for Hanging Folders
2979,CA-2014-109232,13-01-2014,16-01-2014,Second Class,ND-18370,FUR-CH-10000422,545.94,6,0,87.3504,Natalie DeCherney,Consumer,41,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,Global Highback Leather Tilter in Burgundy
2980,CA-2015-139850,12-06-2015,17-06-2015,Standard Class,GB-14575,OFF-PA-10003848,20.736,4,0.2,7.2576,Giulietta Baptist,Consumer,50,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,Xerox 1997
2981,CA-2015-139850,12-06-2015,17-06-2015,Standard Class,GB-14575,FUR-FU-10003623,43.296,2,0.2,4.3296,Giulietta Baptist,Consumer,50,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,DataProducts Ampli Magnifier Task Lamp  Black 
2982,CA-2014-131310,12-07-2014,18-07-2014,Standard Class,CL-12565,FUR-CH-10001797,123.136,4,0.2,13.8528,Clay Ludtke,Consumer,36,United States,Urbandale,Iowa,50322,Central,Furniture,Chairs,Safco Chair Connectors  6/Carton
2983,CA-2014-131310,12-07-2014,18-07-2014,Standard Class,CL-12565,OFF-BI-10003094,11.264,4,0.2,3.8016,Clay Ludtke,Consumer,36,United States,Urbandale,Iowa,50322,Central,Office Supplies,Binders,Self-Adhesive Ring Binder Labels
2984,US-2014-112872,06-12-2014,11-12-2014,Second Class,RC-19960,OFF-ST-10002205,53.424,3,0.2,4.6746,Ryan Crowe,Consumer,34,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,File Shuttle I and Handi-File
2985,US-2014-112872,06-12-2014,11-12-2014,Second Class,RC-19960,FUR-TA-10003238,275.49,1,0.5,-170.8038,Ryan Crowe,Consumer,34,United States,Columbus,Ohio,43229,East,Furniture,Tables,Chromcraft Bull-Nose Wood 48 x 96 Rectangular Conference Tables
2986,CA-2016-139269,25-05-2016,30-05-2016,Standard Class,JB-16045,FUR-FU-10000755,24.96,4,0,6.24,Julia Barnett,Home Office,65,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection
2987,CA-2016-139269,25-05-2016,30-05-2016,Standard Class,JB-16045,OFF-PA-10002893,19.36,2,0,9.2928,Julia Barnett,Home Office,65,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,Wirebound Service Call Books  5 1/2 x 4
2988,CA-2016-139269,25-05-2016,30-05-2016,Standard Class,JB-16045,OFF-ST-10000689,1267.65,9,0,152.118,Julia Barnett,Home Office,65,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,Fellowes Strictly Business Drawer File  Letter/Legal Size
2989,CA-2016-139010,21-02-2016,26-02-2016,Second Class,MC-17635,TEC-AC-10004227,12.99,1,0,0.7794,Matthew Clasen,Corporate,49,United States,Saint Louis,Missouri,63116,Central,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card
2990,CA-2016-139010,21-02-2016,26-02-2016,Second Class,MC-17635,OFF-BI-10000174,18.56,4,0.2,6.496,Matthew Clasen,Corporate,49,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Binders,Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders  Clear
2991,CA-2016-139010,21-02-2016,26-02-2016,Second Class,MC-17635,OFF-ST-10001809,449.15,5,0,8.983,Matthew Clasen,Corporate,49,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Storage,Fellowes Officeware Wire Shelving
2992,CA-2016-139010,21-02-2016,26-02-2016,Second Class,MC-17635,OFF-BI-10002309,31.248,7,0.2,10.9368,Matthew Clasen,Corporate,49,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings
2993,CA-2016-134376,02-10-2016,06-10-2016,Standard Class,TT-21265,OFF-AP-10004532,61.44,3,0,16.5888,Tim Taslimi,Corporate,69,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector
2994,CA-2017-147291,11-03-2017,17-03-2017,Standard Class,MJ-17740,OFF-BI-10003091,895.92,4,0,421.0824,Max Jones,Consumer,40,United States,Seattle,Washington,98115,West,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine
2995,CA-2016-112893,09-09-2016,13-09-2016,Second Class,AT-10735,OFF-BI-10004654,55.36,4,0.2,18.684,Annie Thurman,Consumer,30,United States,Seattle,Washington,98115,West,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets
2996,US-2014-150532,14-07-2014,21-07-2014,Standard Class,PB-19150,OFF-ST-10000760,55.92,5,0.2,6.291,Philip Brown,Consumer,30,United States,Los Angeles,California,90004,West,Office Supplies,Storage,Eldon Fold N Roll Cart System
2997,CA-2014-138317,21-06-2014,25-06-2014,Standard Class,NW-18400,OFF-EN-10001539,24.896,4,0.2,8.4024,Natalie Webber,Consumer,29,United States,Tigard,Oregon,97224,West,Office Supplies,Envelopes,Staple envelope
2998,CA-2014-138317,21-06-2014,25-06-2014,Standard Class,NW-18400,FUR-FU-10000550,3.984,1,0.2,0.6474,Natalie Webber,Consumer,29,United States,Tigard,Oregon,97224,West,Furniture,Furnishings,Stacking Trays by OIC
2999,CA-2014-138317,21-06-2014,25-06-2014,Standard Class,NW-18400,TEC-AC-10003628,95.968,4,0.2,28.7904,Natalie Webber,Consumer,29,United States,Tigard,Oregon,97224,West,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling
3000,CA-2014-138317,21-06-2014,25-06-2014,Standard Class,NW-18400,TEC-MA-10004521,206.991,3,0.7,-172.4925,Natalie Webber,Consumer,29,United States,Tigard,Oregon,97224,West,Technology,Machines,Epson Perfection V600 Photo Scanner
3001,CA-2014-138317,21-06-2014,25-06-2014,Standard Class,NW-18400,OFF-AP-10003860,44.416,2,0.2,3.8864,Natalie Webber,Consumer,29,United States,Tigard,Oregon,97224,West,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection
3002,CA-2014-138317,21-06-2014,25-06-2014,Standard Class,NW-18400,OFF-BI-10000069,9.006,2,0.7,-7.2048,Natalie Webber,Consumer,29,United States,Tigard,Oregon,97224,West,Office Supplies,Binders,GBC Prepunched Paper  19-Hole  for Binding Systems  24-lb
3003,CA-2015-130610,05-07-2015,10-07-2015,Standard Class,VP-21730,OFF-BI-10003655,19,5,0,8.93,Victor Preis,Home Office,35,United States,Las Vegas,Nevada,89115,West,Office Supplies,Binders,Durable Pressboard Binders
3004,CA-2017-104381,16-12-2017,23-12-2017,Standard Class,RD-19810,OFF-BI-10001628,33.376,4,0.2,10.43,Ross DeVincentis,Home Office,35,United States,Los Angeles,California,90045,West,Office Supplies,Binders,Acco Data Flex Cable Posts For Top & Bottom Load Binders  6 Capacity
3005,CA-2016-131499,08-09-2016,10-09-2016,First Class,MG-17875,OFF-AP-10003779,207.48,1,0,62.244,Michael Grace,Home Office,67,United States,New York City,New York,10011,East,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection
3006,CA-2014-148761,17-05-2014,21-05-2014,Standard Class,PA-19060,OFF-BI-10000666,91.68,3,0,45.84,Pete Armstrong,Home Office,31,United States,Orland Park,Illinois,60462,Central,Office Supplies,Binders,Surelock Post Binders
3007,CA-2017-116519,13-10-2017,15-10-2017,First Class,CR-12730,OFF-AP-10000828,904.9,5,0,253.372,Craig Reiter,Consumer,25,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator
3008,CA-2014-130729,24-10-2014,29-10-2014,Standard Class,AA-10375,OFF-BI-10002706,34.272,3,0.2,11.1384,Allen Armold,Consumer,22,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings
3009,CA-2016-124772,05-12-2016,06-12-2016,First Class,JG-15160,FUR-FU-10004748,191.82,3,0,74.8098,James Galang,Consumer,37,United States,Los Angeles,California,90049,West,Furniture,Furnishings,Howard Miller 16 Diameter Gallery Wall Clock
3010,CA-2016-115525,25-07-2016,29-07-2016,Standard Class,RR-19525,OFF-AP-10000026,243.88,5,0.2,27.4365,Rick Reed,Corporate,51,United States,Lowell,Massachusetts,1852,East,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection
3011,CA-2017-134845,17-04-2017,23-04-2017,Standard Class,SR-20425,OFF-BI-10000773,12.03,5,0.7,-9.223,Sharelle Roach,Home Office,25,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,Insertable Tab Post Binder Dividers
3012,CA-2017-134845,17-04-2017,23-04-2017,Standard Class,SR-20425,TEC-MA-10000822,2549.985,5,0.7,-3399.98,Sharelle Roach,Home Office,25,United States,Louisville,Colorado,80027,West,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer
3013,CA-2017-134845,17-04-2017,23-04-2017,Standard Class,SR-20425,OFF-BI-10001543,21.594,2,0.7,-15.8356,Sharelle Roach,Home Office,25,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,GBC VeloBinder Manual Binding System
3014,CA-2017-134845,17-04-2017,23-04-2017,Standard Class,SR-20425,OFF-BI-10003355,8.964,6,0.7,-6.5736,Sharelle Roach,Home Office,25,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,Cardinal Holdit Business Card Pockets
3015,CA-2017-134845,17-04-2017,23-04-2017,Standard Class,SR-20425,OFF-PA-10002005,20.736,4,0.2,7.2576,Sharelle Roach,Home Office,25,United States,Louisville,Colorado,80027,West,Office Supplies,Paper,Xerox 225
3016,US-2015-138919,17-09-2015,21-09-2015,Standard Class,LS-16975,FUR-TA-10004154,344.22,2,0.4,-103.266,Lindsay Shagiari,Home Office,66,United States,Los Angeles,California,90004,West,Furniture,Tables,Riverside Furniture Oval Coffee Table  Oval End Table  End Table with Drawer
3017,US-2016-160528,23-08-2016,30-08-2016,Standard Class,MH-18115,OFF-ST-10002743,727.296,8,0.2,-172.7328,Mick Hernandez,Home Office,25,United States,Chester,Pennsylvania,19013,East,Office Supplies,Storage,SAFCO Boltless Steel Shelving
3018,US-2016-160528,23-08-2016,30-08-2016,Standard Class,MH-18115,FUR-FU-10004973,22.608,3,0.6,-10.1736,Mick Hernandez,Home Office,25,United States,Chester,Pennsylvania,19013,East,Furniture,Furnishings,Flat Face Poster Frame
3019,US-2016-160528,23-08-2016,30-08-2016,Standard Class,MH-18115,TEC-AC-10002842,666.4,7,0.2,-33.32,Mick Hernandez,Home Office,25,United States,Chester,Pennsylvania,19013,East,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive
3020,CA-2015-123568,08-11-2015,14-11-2015,Standard Class,SC-20095,OFF-FA-10002701,5.04,3,0,0.2016,Sanjit Chand,Consumer,27,United States,Concord,California,94521,West,Office Supplies,Fasteners,Alliance Rubber Bands
3021,CA-2015-123568,08-11-2015,14-11-2015,Standard Class,SC-20095,OFF-PA-10001125,92.94,3,0,41.823,Sanjit Chand,Consumer,27,United States,Concord,California,94521,West,Office Supplies,Paper,Xerox 1988
3022,CA-2015-123568,08-11-2015,14-11-2015,Standard Class,SC-20095,FUR-FU-10004090,66.69,3,0,22.0077,Sanjit Chand,Consumer,27,United States,Concord,California,94521,West,Furniture,Furnishings,Executive Impressions 14 Contract Wall Clock
3023,CA-2015-123568,08-11-2015,14-11-2015,Standard Class,SC-20095,OFF-BI-10001510,91.68,5,0.2,28.65,Sanjit Chand,Consumer,27,United States,Concord,California,94521,West,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder
3024,CA-2017-124674,17-11-2017,23-11-2017,Standard Class,JB-16000,FUR-BO-10002202,327.7328,2,0.32,-14.4588,Joy Bell-,Consumer,46,United States,Brownsville,Texas,78521,Central,Furniture,Bookcases,Atlantic Metals Mobile 2-Shelf Bookcases  Custom Colors
3025,CA-2015-164441,08-11-2015,13-11-2015,Standard Class,AC-10450,OFF-BI-10001922,52.272,11,0.2,17.6418,Amy Cox,Consumer,46,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,Storex Dura Pro Binders
